,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
4869,The stars in his head (Dark Lights Remix),New History Warfare Vol. 2: Judges,Colin Stetson,2011-02-22,330333,30,0.245,0.776,0.245,0.48,0.89,0.153,-11.948,0.209,197.134,4
4870,All the days I've missed you (ILAIJ I),New History Warfare Vol. 2: Judges,Colin Stetson,2011-02-22,75800,27,0.174,0.892,0.174,0.0265,0.942,0.109,-26.791,0.0423,134.054,4
4871,From no part of me could I summon a voice,New History Warfare Vol. 2: Judges,Colin Stetson,2011-02-22,136000,28,0.271,0.996,0.271,0.446,0.996,0.285,-10.759,0.0392,142.197,5
4872,A dream of water,New History Warfare Vol. 2: Judges,Colin Stetson,2011-02-22,215733,27,0.366,0.62,0.366,0.524,0.101,0.628,-13.704,0.0687,115.04,1
4873,Home,New History Warfare Vol. 2: Judges,Colin Stetson,2011-02-22,192466,26,0.456,0.985,0.456,0.164,0.685,0.39,-21.279,0.157,71.297,4
4874,Lord I just can't keep from crying sometimes,New History Warfare Vol. 2: Judges,Colin Stetson,2011-02-22,289026,26,0.204,0.517,0.204,0.0888,0.88,0.359,-23.809,0.0457,126.085,4
4875,Clothed in the skin of the dead,New History Warfare Vol. 2: Judges,Colin Stetson,2011-02-22,220600,26,0.405,0.989,0.405,0.332,0.813,0.267,-14.165,0.442,94.528,4
4876,All the colors bleached to white (ILAIJ II),New History Warfare Vol. 2: Judges,Colin Stetson,2011-02-22,36200,23,0.298,0.516,0.298,0.144,0.00416,0.349,-18.345,0.0471,121.531,3
4877,Red Horse (Judges ll),New History Warfare Vol. 2: Judges,Colin Stetson,2011-02-22,177840,25,0.569,0.114,0.569,0.47,0.852,0.163,-9.537,0.0456,97.935,4
4878,The righteous wrath of an honorable man,New History Warfare Vol. 2: Judges,Colin Stetson,2011-02-22,147866,52,0.337,0.834,0.337,0.538,0.918,0.534,-12.032,0.0545,97.314,4
4879,Fear of the unknown and The Blazing Sun,New History Warfare Vol. 2: Judges,Colin Stetson,2011-02-22,162066,26,0.431,0.627,0.431,0.449,0.426,0.149,-13.969,0.409,47.131,4
4880,In love and in justice,New History Warfare Vol. 2: Judges,Colin Stetson,2011-02-22,293973,24,0.0708,0.00384,0.0708,0.0919,0.903,0.147,-16.987,0.0491,78.636,3
4881,And In Truth,New History Warfare Vol. 3: To See More Light,Colin Stetson,2013-04-30,93966,21,0.204,0.812,0.204,0.396,0.0216,0.0552,-11.054,0.0361,134.197,4
4882,Hunted,New History Warfare Vol. 3: To See More Light,Colin Stetson,2013-04-30,351100,21,0.282,0.186,0.282,0.596,0.899,0.156,-10.674,0.0788,134.548,4
4883,High Above a Grey Green Sea,New History Warfare Vol. 3: To See More Light,Colin Stetson,2013-04-30,265233,20,0.352,0.986,0.352,0.415,0.966,0.113,-12.41,0.0442,125.638,4
4884,In Mirrors,New History Warfare Vol. 3: To See More Light,Colin Stetson,2013-04-30,85966,16,0.459,0.949,0.459,0.0156,0.814,0.253,-21.165,0.0479,136.792,3
4885,Brute,New History Warfare Vol. 3: To See More Light,Colin Stetson,2013-04-30,175200,17,0.329,0.00968,0.329,0.697,0.565,0.0887,-8.921,0.315,160.141,4
4886,Among the Sef,New History Warfare Vol. 3: To See More Light,Colin Stetson,2013-04-30,275866,36,0.291,0.95,0.291,0.748,0.863,0.129,-8.889,0.201,104.393,4
4887,Who the Waves Are Roaring For,New History Warfare Vol. 3: To See More Light,Colin Stetson,2013-04-30,247266,20,0.278,0.816,0.278,0.553,0.754,0.108,-12.377,0.0592,146.349,4
4888,To See More Light,New History Warfare Vol. 3: To See More Light,Colin Stetson,2013-04-30,907800,22,0.236,0.883,0.236,0.419,0.711,0.0974,-9.414,0.0354,115.888,4
4889,What Are They Doing In Heaven Tonight?,New History Warfare Vol. 3: To See More Light,Colin Stetson,2013-04-30,216100,16,0.426,0.861,0.426,0.58,4.8e-05,0.293,-12.428,0.177,96.1,4
4890,This Bed Of Shattered Bone,New History Warfare Vol. 3: To See More Light,Colin Stetson,2013-04-30,128832,18,0.279,0.958,0.279,0.0382,0.946,0.0992,-21.157,0.0332,132.096,5
4891,Part Of Me Apart From You,New History Warfare Vol. 3: To See More Light,Colin Stetson,2013-04-30,351100,15,0.324,0.904,0.324,0.531,0.932,0.109,-11.238,0.0942,89.69,4
4892,Boys,"Night Time, My Time",Sky Ferreira,2014-07-23,279880,7,0.402,6.44e-05,0.402,0.868,9.67e-05,0.316,-4.892,0.0546,130.015,4
4893,Ain’t Your Right,"Night Time, My Time",Sky Ferreira,2014-07-23,201946,6,0.563,0.000861,0.563,0.841,0.0536,0.363,-5.922,0.0319,106.007,4
4894,24 Hours,"Night Time, My Time",Sky Ferreira,2014-07-23,244133,11,0.521,0.0315,0.521,0.876,0.0,0.276,-3.545,0.0394,108.248,4
4895,Nobody Asked Me (If I Was Okay),"Night Time, My Time",Sky Ferreira,2014-07-23,245866,7,0.477,1.8e-05,0.477,0.939,0.000676,0.559,-4.35,0.0815,137.983,4
4896,I Blame Myself,"Night Time, My Time",Sky Ferreira,2014-07-23,237040,11,0.692,0.35,0.692,0.741,0.0,0.32,-4.121,0.0374,115.015,4
4897,You’re Not The One,"Night Time, My Time",Sky Ferreira,2014-07-23,235066,15,0.468,0.00215,0.468,0.966,0.003,0.132,-3.473,0.0556,92.008,4
4898,Heavy Metal Heart,"Night Time, My Time",Sky Ferreira,2014-07-23,255213,6,0.467,0.000792,0.467,0.858,1.01e-06,0.0861,-2.526,0.0305,85.018,4
4899,Kristine,"Night Time, My Time",Sky Ferreira,2014-07-23,159306,4,0.472,0.000286,0.472,0.879,0.0,0.141,-2.608,0.0495,116.222,4
4900,I Will,"Night Time, My Time",Sky Ferreira,2014-07-23,198106,4,0.327,1.93e-06,0.327,0.908,0.382,0.353,-3.416,0.0387,151.4,4
4901,Love In Stereo,"Night Time, My Time",Sky Ferreira,2014-07-23,197333,5,0.737,0.0224,0.737,0.717,0.00391,0.286,-8.411,0.033,126.004,4
4902,"Night Time, My Time","Night Time, My Time",Sky Ferreira,2014-07-23,230880,3,0.418,0.273,0.418,0.645,0.656,0.652,-9.434,0.0416,110.014,4
4903,Sad Dream,"Night Time, My Time",Sky Ferreira,2014-07-23,214866,13,0.675,0.597,0.675,0.459,1.7e-05,0.115,-11.526,0.0291,116.112,4
4904,Lost In My Bedroom,"Night Time, My Time",Sky Ferreira,2014-07-23,193586,9,0.61,9.33e-05,0.61,0.827,1.03e-05,0.255,-5.183,0.0468,125.02,4
4905,Ghost,"Night Time, My Time",Sky Ferreira,2014-07-23,328093,5,0.572,0.45,0.572,0.49,1.33e-05,0.0971,-9.322,0.0257,96.333,4
4906,Red Lips,"Night Time, My Time",Sky Ferreira,2014-07-23,142573,4,0.625,0.000504,0.625,0.761,8.71e-05,0.0991,-6.564,0.0361,129.034,4
4907,Everything Is Embarrassing,"Night Time, My Time",Sky Ferreira,2014-07-23,249906,21,0.661,0.0515,0.661,0.785,1.59e-06,0.0461,-5.685,0.0375,117.142,4
4908,Everything Is Embarrassing - Unknown Mortal Orchestra Remix,"Night Time, My Time",Sky Ferreira,2014-07-23,413720,6,0.614,0.121,0.614,0.881,3.99e-05,0.204,-6.381,0.0674,117.226,4
4909,Find a New Way,Nikki Nack,Tune-Yards,2014-05-06,207635,20,0.697,0.0242,0.697,0.418,0.000373,0.104,-11.338,0.13,87.964,4
4910,Water Fountain,Nikki Nack,Tune-Yards,2014-05-06,183462,44,0.821,0.00326,0.821,0.606,0.00386,0.378,-9.253,0.06,110.48,4
4911,Time of Dark,Nikki Nack,Tune-Yards,2014-05-06,273102,20,0.639,0.0301,0.639,0.623,0.00441,0.261,-10.755,0.0772,120.005,5
4912,Real Thing,Nikki Nack,Tune-Yards,2014-05-06,201782,29,0.731,0.0525,0.731,0.533,0.000158,0.587,-9.681,0.152,114.162,4
4913,Look Around,Nikki Nack,Tune-Yards,2014-05-06,265982,20,0.629,0.14,0.629,0.281,0.000179,0.111,-12.296,0.0296,114.157,3
4914,Hey Life,Nikki Nack,Tune-Yards,2014-05-06,217342,21,0.761,0.00442,0.761,0.574,0.0017,0.049,-11.853,0.0901,129.098,4
4915,Sink-O,Nikki Nack,Tune-Yards,2014-05-06,196608,18,0.684,0.0156,0.684,0.767,0.000572,0.083,-10.12,0.18,155.963,4
4916,Why Do We Dine On the Tots?,Nikki Nack,Tune-Yards,2014-05-06,87915,13,0.615,0.796,0.615,0.074,0.0,0.163,-22.047,0.486,138.253,4
4917,Stop That Man,Nikki Nack,Tune-Yards,2014-05-06,212688,15,0.845,0.0986,0.845,0.541,0.00556,0.0332,-10.638,0.0778,119.936,4
4918,Wait for a Minute,Nikki Nack,Tune-Yards,2014-05-06,233822,24,0.788,0.0184,0.788,0.515,0.0603,0.131,-10.099,0.0463,111.04,4
4919,Left Behind,Nikki Nack,Tune-Yards,2014-05-06,271435,15,0.699,0.00621,0.699,0.684,0.0445,0.286,-10.939,0.0688,108.028,4
4920,Rocking Chair,Nikki Nack,Tune-Yards,2014-05-06,123235,19,0.709,0.734,0.709,0.254,0.0,0.0638,-12.722,0.148,107.875,3
4921,Manchild,Nikki Nack,Tune-Yards,2014-05-06,189275,18,0.654,0.094,0.654,0.462,0.23,0.11,-12.1,0.242,179.831,4
4922,Don't Smoke in Bed,Nina,Xiu Xiu,2012-12-03,288081,11,0.365,0.769,0.365,0.27,0.033,0.0663,-8.961,0.0716,133.503,4
4923,Don't Explain,Nina,Xiu Xiu,2012-12-03,268248,8,0.403,0.711,0.403,0.252,0.0628,0.322,-9.792,0.0617,92.987,4
4924,Wild Is the Wind,Nina,Xiu Xiu,2012-12-03,367222,9,0.238,0.6,0.238,0.385,0.0408,0.116,-8.143,0.0388,91.837,4
4925,Where Can I Go Without You,Nina,Xiu Xiu,2012-12-03,246840,7,0.287,0.0404,0.287,0.332,0.0135,0.111,-13.137,0.0621,85.803,4
4926,See Line Woman,Nina,Xiu Xiu,2012-12-03,155883,8,0.478,0.0764,0.478,0.886,2.14e-05,0.0873,-6.762,0.206,120.788,4
4927,Just Say I Love Him,Nina,Xiu Xiu,2012-12-03,205713,8,0.424,0.654,0.424,0.521,0.0688,0.164,-7.785,0.051,119.185,4
4928,Four Women,Nina,Xiu Xiu,2012-12-03,253397,8,0.206,0.0458,0.206,0.81,0.484,0.373,-6.231,0.0687,108.334,1
4929,Pirate Jenny,Nina,Xiu Xiu,2012-12-03,352998,8,0.403,0.288,0.403,0.675,0.0465,0.106,-9.201,0.483,141.351,4
4930,You'd Be So Nice,Nina,Xiu Xiu,2012-12-03,229496,7,0.271,0.0678,0.271,0.652,0.0257,0.757,-6.543,0.0697,111.719,4
4931,The Other Woman,Nina,Xiu Xiu,2012-12-03,174725,6,0.422,0.813,0.422,0.361,0.864,0.0934,-12.026,0.0589,140.948,3
4932,Flo Me La,Nina,Xiu Xiu,2012-12-03,411401,6,0.219,0.11,0.219,0.538,0.673,0.116,-8.426,0.0611,173.46,1
4933,Second Song,Nine Types of Light,TV On The Radio,2011-01-01,260466,33,0.597,0.0185,0.597,0.797,0.546,0.144,-5.402,0.0359,100.014,4
4934,Keep Your Heart,Nine Types of Light,TV On The Radio,2011-01-01,342333,31,0.464,0.124,0.464,0.796,0.0149,0.186,-6.69,0.145,164.999,4
4935,You,Nine Types of Light,TV On The Radio,2011-01-01,244253,34,0.493,0.00864,0.493,0.834,0.0543,0.1,-6.433,0.0341,83.963,4
4936,No Future Shock,Nine Types of Light,TV On The Radio,2011-01-01,242813,30,0.47,0.0212,0.47,0.905,5.01e-05,0.0294,-5.433,0.225,170.007,4
4937,Killer Crane,Nine Types of Light,TV On The Radio,2011-01-01,374773,31,0.257,0.561,0.257,0.416,0.728,0.14,-9.632,0.0336,71.525,4
4938,Will Do,Nine Types of Light,TV On The Radio,2011-01-01,224986,63,0.563,0.0146,0.563,0.857,0.00818,0.0681,-3.454,0.0364,79.979,4
4939,New Cannonball Blues,Nine Types of Light,TV On The Radio,2011-01-01,272360,28,0.662,0.00826,0.662,0.872,0.00018,0.152,-4.841,0.0469,125.901,4
4940,Repetition,Nine Types of Light,TV On The Radio,2011-01-01,222933,32,0.592,0.303,0.592,0.825,6.95e-05,0.116,-5.217,0.0631,170.021,4
4941,Forgotten,Nine Types of Light,TV On The Radio,2011-01-01,217280,28,0.508,0.0189,0.508,0.607,0.106,0.0813,-7.8,0.0551,179.984,3
4942,Caffeinated Consciousness,Nine Types of Light,TV On The Radio,2011-01-01,200600,27,0.563,0.00529,0.563,0.924,0.883,0.145,-3.909,0.0511,94.057,4
4943,Price Tag,No Cities to Love,Sleater-Kinney,2015-01-20,234013,27,0.551,0.000402,0.551,0.933,0.0503,0.0399,-5.714,0.0869,145.991,4
4944,Fangless,No Cities to Love,Sleater-Kinney,2015-01-20,214773,23,0.556,0.000421,0.556,0.847,1.93e-05,0.155,-5.54,0.239,128.332,4
4945,Surface Envy,No Cities to Love,Sleater-Kinney,2015-01-20,186546,29,0.424,0.000305,0.424,0.971,0.0336,0.167,-4.191,0.0593,136.179,4
4946,No Cities To Love,No Cities to Love,Sleater-Kinney,2015-01-20,185800,31,0.535,0.000631,0.535,0.822,1.96e-05,0.252,-5.544,0.0382,141.419,4
4947,A New Wave,No Cities to Love,Sleater-Kinney,2015-01-20,218533,36,0.32,0.0024,0.32,0.932,0.0145,0.508,-4.85,0.0992,173.83,4
4948,No Anthems,No Cities to Love,Sleater-Kinney,2015-01-20,199306,23,0.563,0.0135,0.563,0.895,7.61e-05,0.074,-5.899,0.24,120.253,4
4949,Gimme Love,No Cities to Love,Sleater-Kinney,2015-01-20,136440,19,0.637,0.015,0.637,0.792,0.0,0.347,-5.036,0.0917,114.902,4
4950,Bury Our Friends,No Cities to Love,Sleater-Kinney,2015-01-20,203813,32,0.407,0.0105,0.407,0.932,0.000129,0.36,-5.166,0.0656,120.0,4
4951,Hey Darling,No Cities to Love,Sleater-Kinney,2015-01-20,145346,20,0.474,0.141,0.474,0.945,4.26e-05,0.108,-4.083,0.124,151.31,4
4952,Fade,No Cities to Love,Sleater-Kinney,2015-01-20,217813,18,0.308,0.00302,0.308,0.892,0.228,0.107,-5.473,0.0682,121.868,4
4953,Come Up And Get Me,No Love Deep Web,Death Grips,2012,252973,46,0.525,0.00175,0.525,0.645,5.94e-05,0.166,-4.638,0.0615,95.225,5
4954,Lil Boy,No Love Deep Web,Death Grips,2012,226386,44,0.637,0.00267,0.637,0.783,0.0,0.149,-4.359,0.319,146.702,4
4955,No Love,No Love Deep Web,Death Grips,2012,303693,56,0.547,0.0221,0.547,0.884,1.33e-06,0.0662,-1.452,0.366,146.75,3
4956,Black Dice,No Love Deep Web,Death Grips,2012,206960,43,0.582,0.00169,0.582,0.716,0.0,0.215,-4.712,0.263,147.866,4
4957,World Of Dogs,No Love Deep Web,Death Grips,2012,162426,39,0.355,0.000212,0.355,0.782,0.00621,0.574,-4.614,0.223,146.516,4
4958,Lock Your Doors,No Love Deep Web,Death Grips,2012,232160,44,0.314,0.0457,0.314,0.961,0.0,0.093,-3.725,0.333,139.632,4
4959,Whammy,No Love Deep Web,Death Grips,2012,189400,39,0.69,0.000378,0.69,0.654,5.15e-06,0.25,-6.143,0.186,89.084,4
4960,Hunger Games,No Love Deep Web,Death Grips,2012,159186,42,0.65,0.00408,0.65,0.784,0.0,0.229,-3.689,0.286,100.106,5
4961,Deep Web,No Love Deep Web,Death Grips,2012,138253,40,0.462,0.0326,0.462,0.812,0.0,0.227,-3.252,0.162,141.167,4
4962,Stockton,No Love Deep Web,Death Grips,2012,197266,39,0.857,0.00153,0.857,0.673,0.0,0.119,-3.914,0.153,124.01,4
4963,Pop,No Love Deep Web,Death Grips,2012,173506,37,0.528,0.0294,0.528,0.846,5.66e-05,0.588,-4.217,0.155,110.092,3
4964,Bass Rattle Stars Out The Sky,No Love Deep Web,Death Grips,2012,147200,39,0.313,0.000643,0.313,0.848,0.0,0.301,-3.083,0.331,174.322,4
4965,Artificial Death In The West,No Love Deep Web,Death Grips,2012,359306,39,0.602,0.00148,0.602,0.928,0.00126,0.0997,-4.376,0.0504,141.969,4
4966,Amnesiatic,No Peace,Trash Talk,2014-05-23,75120,23,0.536,0.0107,0.536,0.656,0.716,0.219,-9.813,0.0411,106.351,5
4967,Jigsaw,No Peace,Trash Talk,2014-05-23,118173,24,0.415,2.05e-05,0.415,0.95,0.000106,0.145,-4.943,0.115,141.758,3
4968,The Hole,No Peace,Trash Talk,2014-05-23,122853,31,0.488,4.64e-05,0.488,0.998,0.376,0.327,-4.554,0.115,136.939,4
4969,Leech,No Peace,Trash Talk,2014-05-23,97346,23,0.382,1.12e-05,0.382,0.922,0.967,0.282,-5.311,0.0642,164.97,4
4970,Cloudkicker,No Peace,Trash Talk,2014-05-23,179693,19,0.368,0.000213,0.368,0.991,0.101,0.174,-3.683,0.162,165.854,3
4971,Body Stuffer,No Peace,Trash Talk,2014-05-23,93480,21,0.382,2.73e-06,0.382,0.958,0.109,0.135,-4.977,0.189,186.923,4
4972,Nine Lives,No Peace,Trash Talk,2014-05-23,76520,17,0.315,4.65e-05,0.315,0.971,0.765,0.312,-4.807,0.23,186.006,4
4973,Monochrome / F.F.S.,No Peace,Trash Talk,2014-05-23,100973,17,0.426,2.35e-05,0.426,0.995,0.0103,0.394,-3.997,0.106,98.506,4
4974,The Great Escape,No Peace,Trash Talk,2014-05-23,53960,19,0.368,5.66e-06,0.368,0.927,0.379,0.534,-4.913,0.0917,185.153,4
4975,Locked in Skin,No Peace,Trash Talk,2014-05-23,168240,16,0.391,0.000115,0.391,0.993,0.869,0.14,-4.728,0.0866,183.943,4
4976,S.O.S.,No Peace,Trash Talk,2014-05-23,86653,18,0.337,1.27e-05,0.337,0.989,0.0219,0.316,-4.089,0.1,184.866,4
4977,Prometheus,No Peace,Trash Talk,2014-05-23,107693,16,0.536,0.00322,0.536,0.943,0.0792,0.158,-5.995,0.104,155.932,4
4978,Just a Taste,No Peace,Trash Talk,2014-05-23,159360,15,0.467,1.35e-05,0.467,0.96,0.884,0.242,-6.153,0.0553,138.001,4
4979,Reprieve,No Peace,Trash Talk,2014-05-23,68066,16,0.551,0.0002,0.551,0.852,0.723,0.215,-8.744,0.162,147.233,4
4980,The Neighborhood,Nobody's Smiling,Common,2014-07-22,238493,12,0.494,0.53,0.494,0.6,0.0,0.578,-8.219,0.276,103.128,5
4981,No Fear,Nobody's Smiling,Common,2014-07-22,192760,10,0.642,0.305,0.642,0.786,1.17e-05,0.108,-8.035,0.382,91.584,4
4982,Diamonds,Nobody's Smiling,Common,2014-07-22,233773,13,0.766,0.33,0.766,0.742,0.0,0.0651,-5.871,0.282,97.046,4
4983,Blak Majik,Nobody's Smiling,Common,2014-07-22,199440,9,0.617,0.312,0.617,0.853,0.000204,0.464,-5.689,0.248,112.441,4
4984,Speak My Piece,Nobody's Smiling,Common,2014-07-22,231786,10,0.783,0.00907,0.783,0.556,5.47e-05,0.106,-10.036,0.113,96.007,4
4985,Hustle Harder,Nobody's Smiling,Common,2014-07-22,238253,11,0.642,0.0891,0.642,0.685,5.88e-05,0.253,-9.195,0.42,81.886,4
4986,Nobody's Smiling,Nobody's Smiling,Common,2014-07-22,256399,8,0.526,0.524,0.526,0.417,2.24e-06,0.19,-9.137,0.153,100.937,4
4987,Real,Nobody's Smiling,Common,2014-07-22,202640,12,0.721,0.501,0.721,0.807,0.0,0.149,-5.277,0.268,91.019,4
4988,Kingdom,Nobody's Smiling,Common,2014-07-22,382386,15,0.436,0.317,0.436,0.912,3.08e-06,0.656,-6.089,0.577,182.073,4
4989,Rewind That,Nobody's Smiling,Common,2014-07-22,321840,12,0.472,0.0624,0.472,0.749,1.34e-06,0.397,-8.482,0.333,86.857,4
4990,Shadow,Nocturne,Wild Nothing,2012-08-28,258778,47,0.45,0.109,0.45,0.724,0.869,0.127,-9.562,0.0299,138.064,4
4991,Midnight Song,Nocturne,Wild Nothing,2012-08-28,184221,34,0.565,0.000888,0.565,0.851,0.648,0.215,-8.136,0.0389,125.983,4
4992,Nocturne,Nocturne,Wild Nothing,2012-08-28,318960,43,0.592,0.00145,0.592,0.803,0.42,0.417,-9.908,0.0309,121.032,4
4993,Through the Grass,Nocturne,Wild Nothing,2012-08-28,260857,31,0.616,0.0456,0.616,0.7,0.832,0.0932,-9.518,0.0279,134.089,3
4994,Only Heather,Nocturne,Wild Nothing,2012-08-28,200656,41,0.409,0.00132,0.409,0.864,0.884,0.112,-9.734,0.0435,155.033,4
4995,This Chain Won't Break,Nocturne,Wild Nothing,2012-08-28,218077,30,0.619,0.00447,0.619,0.738,0.849,0.119,-8.818,0.0392,116.01,4
4996,Disappear Always,Nocturne,Wild Nothing,2012-08-28,209139,34,0.625,9.71e-05,0.625,0.777,0.627,0.104,-8.854,0.0287,135.115,4
4997,Paradise,Nocturne,Wild Nothing,2012-08-28,330893,41,0.333,0.00388,0.333,0.783,0.781,0.124,-9.374,0.0402,124.29,4
4998,Counting Days,Nocturne,Wild Nothing,2012-08-28,231608,32,0.714,0.0136,0.714,0.817,0.789,0.036,-9.094,0.0444,119.01,4
4999,The Blue Dress,Nocturne,Wild Nothing,2012-08-28,207547,29,0.662,0.336,0.662,0.801,0.876,0.106,-9.218,0.0413,111.966,4
5000,Rheya,Nocturne,Wild Nothing,2012-08-28,234846,30,0.644,0.0643,0.644,0.684,0.165,0.086,-8.556,0.0324,110.047,4
5001,IAMSYS - Tape Intro,Nostalchic,Lapalux,2013-03-25,173266,21,0.283,0.0255,0.283,0.68,0.81,0.358,-7.168,0.151,99.608,4
5002,Guuurl,Nostalchic,Lapalux,2013-03-25,225093,27,0.406,0.461,0.406,0.722,0.000282,0.176,-6.061,0.0915,176.13,4
5003,Kelly Brook,Nostalchic,Lapalux,2013-03-25,178040,17,0.29,0.158,0.29,0.707,0.00012,0.114,-6.591,0.0728,114.182,5
5004,One Thing,Nostalchic,Lapalux,2013-03-25,235026,20,0.302,0.175,0.302,0.714,8.7e-05,0.136,-6.321,0.0876,71.55,3
5005,Flower,Nostalchic,Lapalux,2013-03-25,252013,24,0.257,0.156,0.257,0.753,0.000171,0.203,-6.199,0.051,83.691,4
5006,Swallowing Smoke,Nostalchic,Lapalux,2013-03-25,269600,22,0.414,0.00345,0.414,0.816,1.71e-05,0.423,-6.507,0.0458,100.049,4
5007,Without You,Nostalchic,Lapalux,2013-03-25,326439,49,0.344,0.919,0.344,0.188,0.000555,0.102,-12.286,0.0581,175.942,4
5008,Straight Over My Head,Nostalchic,Lapalux,2013-03-25,211946,23,0.392,0.104,0.392,0.72,0.00197,0.515,-7.814,0.182,80.033,4
5009,Dance,Nostalchic,Lapalux,2013-03-25,217440,0,0.363,0.667,0.363,0.513,3.19e-05,0.228,-7.066,0.0777,101.952,4
5010,The Dead Sea,Nostalchic,Lapalux,2013-03-25,263066,17,0.366,0.52,0.366,0.761,0.279,0.156,-8.434,0.281,92.136,4
5011,Walking Words,Nostalchic,Lapalux,2013-03-25,158106,17,0.697,0.173,0.697,0.475,0.0171,0.122,-10.274,0.267,80.053,4
5012,O E A - Tape Outro,Nostalchic,Lapalux,2013-03-25,288506,17,0.261,0.517,0.261,0.383,0.0296,0.0874,-12.748,0.0688,85.289,4
5013,New Ways,Not To Disappear,Daughter,2016-01-15,325860,8,0.465,0.338,0.465,0.512,0.579,0.313,-7.593,0.0328,113.666,4
5014,Numbers,Not To Disappear,Daughter,2016-01-15,256944,11,0.419,0.309,0.419,0.72,0.663,0.101,-9.867,0.0642,131.08,4
5015,Doing the Right Thing,Not To Disappear,Daughter,2016-01-15,314831,9,0.425,0.727,0.425,0.654,0.149,0.069,-8.333,0.0613,136.427,4
5016,How,Not To Disappear,Daughter,2016-01-15,266982,9,0.276,0.279,0.276,0.622,0.114,0.178,-7.767,0.0355,160.15,4
5017,Mothers,Not To Disappear,Daughter,2016-01-15,321461,7,0.377,0.795,0.377,0.432,0.248,0.119,-9.536,0.0303,135.114,4
5018,Alone / With You,Not To Disappear,Daughter,2016-01-15,273724,7,0.449,0.553,0.449,0.526,0.078,0.11,-10.19,0.0599,81.099,4
5019,No Care,Not To Disappear,Daughter,2016-01-15,173133,17,0.487,0.0124,0.487,0.894,0.76,0.0784,-8.375,0.124,81.009,4
5020,To Belong,Not To Disappear,Daughter,2016-01-15,257307,5,0.245,0.102,0.245,0.777,0.0812,0.085,-7.839,0.0622,131.998,5
5021,Fossa,Not To Disappear,Daughter,2016-01-15,406497,6,0.164,0.354,0.164,0.793,0.912,0.205,-7.475,0.0816,175.983,4
5022,Made of Stone,Not To Disappear,Daughter,2016-01-15,232948,4,0.235,0.797,0.235,0.297,0.127,0.181,-13.256,0.0351,136.536,3
5023,The End,Not To Disappear,Daughter,2016-01-15,329649,4,0.467,0.872,0.467,0.681,0.00816,0.0692,-8.798,0.0434,129.023,4
5024,Grill,Numbers,MellowHype,2012-10-09,226453,23,0.81,0.211,0.81,0.564,0.0,0.292,-12.821,0.487,117.053,4
5025,65 / Breakfast,Numbers,MellowHype,2012-10-09,414226,30,0.504,0.273,0.504,0.575,0.0,0.107,-10.555,0.384,93.672,4
5026,Astro (feat. Frank Ocean),Numbers,MellowHype,2012-10-09,260986,44,0.584,0.114,0.584,0.5,0.0,0.166,-10.732,0.218,80.155,4
5027,NFWGJDSH,Numbers,MellowHype,2012-10-09,188226,20,0.561,0.0092,0.561,0.61,0.0,0.103,-12.251,0.348,135.369,5
5028,La Bonita,Numbers,MellowHype,2012-10-09,183653,28,0.49,0.0783,0.49,0.766,0.0,0.388,-6.438,0.337,79.522,4
5029,Beat,Numbers,MellowHype,2012-10-09,214880,18,0.635,0.0432,0.635,0.59,0.0,0.0836,-11.847,0.167,135.136,4
5030,Snare,Numbers,MellowHype,2012-10-09,209480,20,0.515,0.00582,0.515,0.531,0.0,0.0944,-11.054,0.0979,170.5,4
5031,Untitled L,Numbers,MellowHype,2012-10-09,254200,18,0.695,0.269,0.695,0.813,0.0,0.0756,-9.688,0.438,139.018,4
5032,Leflair,Numbers,MellowHype,2012-10-09,164440,17,0.922,0.0791,0.922,0.526,0.0,0.0483,-12.108,0.315,123.034,4
5033,Monster,Numbers,MellowHype,2012-10-09,209680,19,0.601,0.0312,0.601,0.665,0.0,0.292,-8.418,0.401,149.527,4
5034,666 (feat. Mike G),Numbers,MellowHype,2012-10-09,206080,20,0.692,0.205,0.692,0.744,0.0,0.111,-8.531,0.364,140.977,4
5035,P2 (feat. Earl Sweatshirt),Numbers,MellowHype,2012-10-09,235720,32,0.692,0.544,0.692,0.568,0.0,0.133,-12.212,0.331,106.928,4
5036,GNC,Numbers,MellowHype,2012-10-09,235866,17,0.593,0.0674,0.593,0.531,0.0,0.0499,-12.075,0.34,75.44,4
5037,Brain,Numbers,MellowHype,2012-10-09,165173,18,0.486,0.0964,0.486,0.66,0.0,0.133,-7.961,0.175,146.877,4
5038,Under 2,Numbers,MellowHype,2012-10-09,250466,20,0.77,0.562,0.77,0.374,4.3e-06,0.127,-10.001,0.328,81.61,4
5039,Break,Numbers,MellowHype,2012-10-09,159453,20,0.6,0.138,0.6,0.6,0.0,0.202,-11.265,0.307,138.924,4
5040,Worsening,Obsidian,Baths,2013-05-28,266004,29,0.665,0.183,0.665,0.669,0.837,0.235,-12.169,0.0418,100.0,3
5041,Miasma Sky,Obsidian,Baths,2013-05-28,273920,41,0.639,0.23,0.639,0.591,0.765,0.108,-11.288,0.0345,120.032,3
5042,Ironworks,Obsidian,Baths,2013-05-28,280111,27,0.554,0.361,0.554,0.471,0.00182,0.0803,-11.991,0.0527,159.889,3
